Orador,Texto
"pustilnick, tammy", nuestro país libre y soberano muchas gracias tiene enseguida la palabra la convencional también busque binic y luego señor andrés cruz muy buenas tardes a todas y todos comienzo rebozada de emociones como vida entusiasmada agradecida y desafiadas de ser parte del órgano más democrático y diverso que hemos tenido en la historia de nuestro país durante mi carrera y trayectoria profesional me he enfocado en la promoción de la igualdad de género y la defensa de los derechos de personas que históricamente se han visto vulnerados me refiero particularmente a mujeres niños niñas y adolescentes y personas de la diversidad de sexos genéricas en este trabajo he sido testigo de cómo las leyes las políticas públicas y la actual constitución han impedido el goce efectivo de sus derechos me he sentido frustrada y desanimada y es precisamente todo esto lo que hoy me tiene acá la esperanza que esta nueva constitución trae para la vida de millones de personas donde la ley no sea un impedimento para el desarrollo de sus proyectos de vida sino por el contrario encauce la correcta garantía de sus derechos desde que nos instalamos he sido enfática que debemos humanizar nuestra convención es importante mostrar con nombres y emociones lo que una nueva constitución significará para la vida de tantas personas y pienso primero en roxana y maría inés ambas madres de maximiliano a quienes él la reconoce como lo que son pero para el estado de chile siguen siendo una familia de segunda categoría una de tantas familias donde niños niñas y adolescentes son discriminados arbitrariamente única y exclusivamente por la orientación sexual de sus madres o padres una nueva constitución trae la esperanza de que por fin se reconozca constitucionalmente el concepto de familia que debe entenderse en un sentido amplio reconociendo que todas las familias en sus distintas composiciones y formas deben ser resguardadas protegidas y fortalecidas luego recuerdo andrea que vive en penco quien durante años cuido a su mamá con alzheimer que la llevó a dejar su trabajo remunerado y dedicarse exclusivamente a una labor que tiene rostro de mujer porque más del 97 por ciento de las personas que ejercemos el cuidado no remunerado en nuestro país somos nosotras las mujeres y una nueva constitución entonces le trae esperanza andrea donde podamos reconocer constitucionalmente el valor social y la relevancia pública del cuidado y el trabajo doméstico no remunerado indicando expresamente que es deber del estado asegurar que responsabilidades de cuidado sean compartidas quiero hablar también de estrellas a quien defendía hace años en tribunales víctima de violencia de género violencia que lamentablemente se ha institucionalizado y naturalizado en nuestro país es por estrellas y tantas más que la constitución debe ser escrita con perspectiva de género consagrando una igualdad sustantiva entre hombres y mujeres se nos debe reconocer el derecho a tener una vida libre de violencia igualdad salarial y derechos sexuales y reproductivos para que la maternidad siempre sea deseada avanzar hacia una democracia paritaria que asegure la participación y representación política de nosotras las mujeres porque volvemos a repetirlo una y mil veces nunca más sin nosotras y todos estos cambios no deben ser sólo desde santiago de forma concentrada nuestra nueva constitución deberá garantizar una descentralización efectiva reconociendo la rica diversidad de nuestros territorios y promoviendo su autonomía equidad y solidaridad interregional para humanizar esta convención es importante también hablar desde lo personal soy mujer esposa y madre de una intrépida e inteligente niña de 7 años ronit y un dulce terremoto de 73 años alan ambos absorben todas mis energías ya la vez me las renuevan con pureza cada día en este rol y mucho más allá del mismo es devastador saber que el estado no ha actuado como garante de los derechos de los niños niñas y adolescentes sino que les ha fallado de un modo incomprensible una nueva constitución trae esperanza también para la niñez donde debemos avanzar en reconocer a niños niños y adolescentes como titulares de derechos plasmando expresamente su interés superior además de asegurar su derecho a participación y el derecho a ser oídas y oídos esta constitución debe garantizar los derechos de niños niñas y
"pustilnick, tammy", buena hora en seguida a través de zoom tienen la palabra la convencional está mi post y click muchas gracias muy buenas tardes en primer lugar me gustaría agradecer el trabajo detallado responsable y con criterios de realidad donde se vela por la correcta participación de todas las personas en el cronograma y también me gustaría hacer dos reflexiones sobre lo que se ha dicho acá porque estos espacios de deliberación son precisamente para eso en primer lugar que se fije un espacio desde ya para los plebiscitos dirigentes no es desconocer la constitución actual materializar el principio de realidad y contemplarlo desde llanes cronograma quienes votamos a favor de este tenemos claro que claro perdón que el propio reglamento señala expresamente que es facultad del congreso materializar el plebiscito de mi mente puede ocurrir que viene el congreso no modifique la constitución o más aún que no sea necesario implementarlo cuando existir normas aprobadas por los tres quintos en cualquiera de los dos casos no veo ningún problema que al menos se contemple desde ya en el cronograma en segundo lugar tampoco es vulnerar la constitución actual consagra en el cronograma reemplazo de 12 meses con la incluida el artículo 137 de la constitución señala que la convención deberá redactar y aprobar la propuesta del texto de nueva constitución en el plazo de nueve meses contados desde su instalación y este pedazo puede prorrogarse por una sola vez por tres meses no antes de los 15 días al vencimiento del plazo de estos nueve meses es decir si se aprueba ahora el cronograma que contemple desde ya un trabajo de 12 meses sólo basta que cuando obtén por tercer los 9 meses se solicita oficialmente dicha prórroga y se dé cuenta por la presidencia y se extiende prorrogado de pleno derecho tal como lo señala la constitución actual es decir tampoco hay ningún inconveniente que se señale expresamente en el cronograma es importante que cuando no nos gusten las propuestas de la mesa no salir diciendo que es quebrantar la
"sánchez, beatriz", muchas veces cuando estamos acá y entramos y llegamos al ex congreso llegaron los periodistas las periodistas y las conozco bien yo también soy periodista y no se preguntan lo que pasa nos preguntan por la noticia del día y muchas veces eso no nos deja ver lo que estamos haciendo yo siempre me pregunto cada vez que me siento acá como esto que estamos haciendo hoy día se va a leer en 2 en 5 o en 10 años más y en 10 años más lo que vamos a estar analizando es que nos demoramos dos meses en tener listo un reglamento en un trabajo que debería demorar un año y eso es lo que quiero destacar hoy día que estamos cumpliendo una primera meta que se está cerrando una primera etapa no me quiero quedar en la chimuchina no me quiero quedar en la noticia corta quiero quedarme en el global se está cumpliendo esta primera meta se está cumpliendo esta primera etapa de la convención estamos empezando a cerrar la primera gran etapa que es concluir el reglamento y eso es lo que vamos haciendo es subir una escala larga para completar una nueva constitución para chile y no quiero que eso se borre de este momento que estamos viviendo las próximas semanas cumplir esta primera meta celebrar que lo pudimos hacer desde cero quiero destacarlo porque de repente se nos pierde al estar tan dentro del bosque y no alcanzamos a mirar los árboles lo que hacemos ahora es iniciar el cierre de la primera meta que cumple esta convención constitucional y lo voy a destacar porque lo estamos haciendo en el tiempo que corresponde con las metas y los plazos que nos fijamos y es un hito que cumple esta convención constitucional vamos a seguir cumpliendo esas metas para darle una nueva
"sánchez, beatriz", hola buenas tardes a todas a todos la tarea principal de esta convención es hacer una nueva constitución pero también tiene una oportunidad de recomponer una relación rota entre las personas y las instituciones entre las personas y la discusión política aquí se está generando una innovación política que desafía y también ilusiona por lo menos a mí todos los días aprendo y estamos empujando formas que son distintas la participación ya comenzó fueron 1.200 lo decía recién félix y 1200 las organizaciones que recibimos en audiencias y en las distintas comisiones de las que fuimos parte y que informaron buena parte de lo que hoy discutimos como reglamento la participación como un mandato no si queremos o tenemos las ganas de hacerlo sino como mandato me parece de las más atractivas pero el solo instalar la participación no la garantiza el desafío es gigante hay que saber comunicar las formas deben ser claras y posibles de llevar adelante poder sistematizar esa información y también trazar las personas que participan deben poder tener la seguridad de que lo que están haciendo para incidir en este proceso están efectivamente viendo y no solo lo hacen como un ejercicio uno de los efectos nefastos del modelo en el que vivimos es el quiebre de lo colectivo es el no confiar en otras o en otros es la falta de participación es el sentir que estamos solas y solos lograr que esta constitución no se escriba solo por las y los 155 que estamos aquí será
"sánchez, beatriz", sí muchas gracias chile presenta el día 1 las tasas más altas de concentración de la propiedad de los medios de comunicación en américa latina' un 80 por ciento sólo en la prensa escrita y si hablamos los otros medios de comunicación está en un rango que va entre el 60 y el 80 por ciento también cuando hablamos del derecho a la comunicación hablamos de un derecho que comprende a todas las personas no sólo a buscar y recibir información plural sino también a difundirla por cualquier medio de expresión sin discriminación en la sujeción a limitaciones económicas ideológicas o culturales correspondiendo las correspondiendo al estado impulsar el pluralismo al mayor grado posible para así lograr un equilibrio en la participación de las distintas informaciones en el debate público y también para proteger los derechos humanos de quienes enfrentan el poder de los medios se trata de algo mucho más allá de sólo la libertad de expresión o el acceso a la información se trata también de poder tener un ecosistema mediático que garantice la pluralidad algo que hoy día no existe en nuestro país porque es el derecho a la comunicación a la comisión de conocimiento porque dialoga de una manera mejor con varias cuestiones que se van a ver en la comisión de conocimientos como por ejemplo el espectro radiofónico o radioeléctrico también a propósito de quienes integrarán el consejo de televisión los derechos digitales en fin hablarles de la comunicación en amplio y el derecho a la comunicación parece coherente verlo y
"sánchez, beatriz", corresponde someter a votación el artículo 100 conjuntamente con la indicación 336 puesto que es la única que ha recibido en votación el artículo 5 idénticas con la indicación perdón me voy a rectificar vamos a someter a votación la indicación 336 solamente porque es sustitutiva del artículo siempre hacemos el recordatorio y la aclaración de que estamos votando la indicación 336 por ser sustitutiva del artículo completo estamos votando solo la indicación 336 aunque en sus pantallas figura que también estamos votando el artículo 100 es sobre la indicación 336 señor secretario se habrá notado mi voto está ingresado su voto afirmativo convencional malucha pinto ya muchas gracias a mi equipo las señoras y señores convencionales han emitido su voto las señoras y señores convencionales finalizada la votación resultado de la votación 116 votos a favor 28 en contra y 6 abstenciones queda aprobada la indicación 336 y queda por lo tanto sustituido el artículo ciento
"sánchez, beatriz", hola a todos a todas el poder por eso llegamos aquí eso venimos a cambiar aquí eso es lo que molesta afuera de este lugar esa es la disputa la mejor definición que escuche de lo que es la constitución de un país es la que dice que las constituciones lo que hacen es definir los equilibrios de poder al interior de un país y es un problema de poder no de dinero no geográfico el centralismo que asfixia las regiones es un problema de poder no de atraso no de educación no de platas que las mujeres sigamos muriendo por abortos clandestinos con menor educación por embarazos no deseados en mayor pobreza cuando somos jefas de hogar sin derecho a cuidar es el poder dominante el que nos dice cómo debemos vestirnos como deberíamos hablar cuál es el cuerpo ideal el momento de tener hijos el mismo poder que nos permite amar a quien se quiera amar casarse con quien uno uno uno o uno decide también es un asunto de poder que haya comunas donde el presupuesto por persona al año para un municipio sea de un millón 34 mil pesos mientras que a sólo 16 kilómetros para otra persona ese mismo presupuesto sea de 150 mil pesos es poder lo que está sobre la mesa cuando se niega una y otra vez que chile tiene varias naciones es quien tiene el poder y cómo lo maneja lo que ha impedido avanzar hacia la plurinacionalidad y la autonomía de los pueblos originarios fue el poder que impidió al pueblo afro tribal chileno estar sentado también aquí definiendo su propio futuro el poder también es lo que impide a cientos de miles de familias tener una casa no se trata de platas para la construcción no se trata de trabajadores insuficientes se trata de poder para especular transar apropiarse y hacer negocios es la falta de poder lo que nos deja esperando siempre en la fila la que recibe siempre la peor atención la que no tiene respuestas a la que pueden abusar sin problemas no hay a quien alegar son las reglas del juego o lo que nos topo como me dijo hace solo una semana una de las asistentes a una asamblea en la villa rodrigo carranza en la florida lo único que es seguro en chile es que se nace pobre se vive pobre y se muere pobre es tan claro ese poder y donde está que nunca van presos no cometen delitos sino malas prácticas les gusta este chile creen que con un parche curita se arregla todo nos señalan que el poder no es el problema sino la falta de fiscalización el estado los funcionarios públicos la mala organización y un largo etcétera la nueva constitución debe buscar un nuevo equilibrio del poder no más centro y periferia no más mujeres de segunda clase sino un estado cuidador autonomías locales y regionales mecanismos de democracia directa procesos revocatorios plurinacionalidad y autonomía para los pueblos un estado social no atado de manos que cautele ese equilibrio derechos de la naturaleza poder para el ac y los trabajadores de negociar por rama y más cambios que son profundos pero que no se entienden no son reales si algunos no pierden el poder que hoy día tienen y que protegen y si no se reparte realmente ese poder entre el resto de los pueblos pero falta algo este nuevo balance de poder debe ser un equilibrio distinto de muchas maneras distintos no hay reproducir esta misma forma de poder que ahora pase de unas pocas manos ahora a muchas manos lo entiendo también cómo hacer las cosas de manera distinta ese también es un desafío tratarnos de manera distinta busco el día en que la jerga económica se vaya de nuestro lenguaje habitual y yo no hablemos de recursos sino de personas que no hablemos de rentabilidad sino de alegría que no pidamos a alguien por cuánto ganas sino por lo que es me gustaría voy a tomar un segundo es que quiero decirlo muy larga [Aplausos] me gustaría que el discurso público incorporará otras palabras que dijéramos amor cuando hablamos aquí que dijéramos cariño felicidad ternura que desde las políticas públicas hiciéramos las cosas como si fueran para nosotros o para nosotras que habláramos siempre mirándonos a los ojos que dejemos de pensar en individual y pensemos en colectivo porque la política siempre es con llorar y con el cuero blando me dio grafía mi historia no se hizo sola odio esa expresión esta persona se hizo sola o se hizo a sí misma yo no todo al revés yo soy gracias al impacto de mucha gente en mi vida de todas y todos aprendo algo siempre de mis padres de mi hermana de mis amigas de la vida de las familias en los lugares donde trabaje de mis grandes amigos de hoy de mis compañeras y compañeros del frente amplio más independientes de ellas y de ellos aprendo todos los días de quienes están acá también seguramente en 301 este 2021 os voy a salir siendo otra el 2022 y que bueno y en este camino como no mencionar a los que más me enseñan a mi compañero es siempre aravena que está mirando y a mis tres hijos al diego sebastián y el papeleo porque bueno esta es la moda que les tocó lo más punto no tan presente no tan casera pero son ellos los que en los momentos más difíciles hace las preguntas que más importante eso me hizo entender todo eso que la vida es el colectivo es en comunidad que para que me vaya bien a mí le tiene que ir bien a todas ya todos que nadie se
"sánchez, beatriz", muchas gracias buenas tardes a todos a todos estamos en un proceso inédito para chile es un proceso histórico lo hemos dicho muchas veces partimos desde cero y partimos haciendo lo más difícil que es colocar nuestras propias reglas los propios procedimientos y eso significaba riesgos y ventajas los riesgos eran que nos demoramos mucho tiempo en alcanzar los reglamentos que logramos votar afortunadamente ese no fue un riesgo porque lo hicimos en el tiempo estimado incluso el que ese proyecto la ventaja por supuesto está a la vista que tiene que ver con que ya tenemos normas formas procedimientos de cómo se empieza a trabajar en los temas de fondo de hecho ya lo estamos haciendo en comisiones todas las mañanas tenemos horarios fijos hablamos todavía problemas en el espacio pero que no tienen que ver con la convención en sí sino más bien con otros poderes del estado de chile pero si estamos trabajando y lo que viene ahora es un desafío gigante a propósito de las cosas que no hacemos que nos hemos que hemos ido instalando a partir de cero tenía este desafío y este riesgo también de proyectar un trabajo que vamos conociendo en la práctica mientras hacemos las cosas y por supuesto que mientras las vamos haciendo vamos entendiendo y encontrando los ajustes y las complejidades en el camino también tiene que ver con que es algo que estamos haciendo desde cero y que es algo inédito en la historia de chile por eso creo que a propósito de felicito también el esfuerzo de hacer un cronograma día por día que entrega certezas que son necesarias para la participación y para nosotros y nosotras mismas que junto con apoyar el que se establezca un cronograma así de detallado y con fines y con etapas precisas que también podamos tener cierta flexibilidad para mirar si estas cuestiones a qué me refiero con flexibilidad no cambiarlo todo por supuesto pero si por ejemplo a tener la flexibilidad que acercándonos quizás al final del proceso poder tener la flexibilidad de levantar por ejemplo una semana territorial entendiendo que tenemos semanas territoriales todos los meses porque vamos a tener un tiempo extenso cuando haya cuando se nos encontremos en la armonización del proceso al final donde muchos y muchas podremos estar fuera de esos equipos de armonización para ir a los territorios a los territorios a conversar sobre lo que se hizo en el trabajo constituyente entonces poder tener la flexibilidad de ir mirando cómo avanzamos sobre todo en el momento de votar la norma constitucional y poder dedicarnos a ese trabajo poniendo énfasis en mantener los plazos y ajustarnos a la pega que tenemos creo que se ha hecho un esfuerzo gigante y lo seguimos haciendo pero en este afán de siempre ir mejorando y aprendiendo de nuestros propios procedimientos poder
"sánchez, beatriz", ahí está hola a todos a todos muchas gracias creo que esta comisión de comunicaciones es fundamental para varias cosas creo que la ciudadanía nos está mirando la convención es algo que nunca habíamos experimentado antes porque es primera vez que estamos en un lugar que no tiene reglas previas para el trabajo que se está haciendo y desde afuera muchas veces solo por una imagen de youtube oa través de la imagen y lo que se discute que adentro no necesariamente se entiende lo que está pasando entonces se necesita para afuera efectivamente un relato de lo que pasa en esta convención un relato que sea de la convención misma y no solamente lo que cada uno cada una de nosotras como convencionales constituyentes les vamos contando con nuestro propio sesgo que tiene todo el derecho tenemos todo el derecho de hacerlo a través de nuestras redes sociales y contarle a la gente necesitamos que la convención cuente su propio relato de lo que hace cada día de lo que hace cada semana porque muchas veces no se entiende que hoy día no estemos discutiendo de inmediato temas de fondo no se entiende que no tengamos un reglamento lo que lo difícil a lo mejor que es que nos juntemos 155 personas y que tengamos que partir de cero en un lugar que no tiene reglas previas entonces necesitamos que haya desde la convención una comunicación directa sencilla que las personas sepan desde la convención qué es lo que se está haciendo cada día ese relato falta y eso es importante no solamente porque la comunicación es poder no solamente información y por eso no es una cuestión menor sino también porque esa información es parte de la transparencia y va a ser vital para el proceso de salida que recién un compañero lo mencionaba es muy importante entender que este proceso tiene además un plebiscito al final que es necesario que se entienda el proceso gracias para que las personas sepan en qué estamos gracias a continuación figura que ha pedido la palabra en la sala 3 la señora patricia politzer pero le ruego que me aclare si era con ocasión de la presentación de su propuesta o quiere intervenir en el debate y también
"sánchez, beatriz", muchas gracias saludo a la presidenta al vicepresidente a la machi francisca porque la derecha del rechazo está levantando este tema con tanta fuerza señalando o diciendo que no a las asignaciones la derecha en esta convención que busca un reequilibrio del poder esa derecha no tiene poder acá adentro no llego al tercio donde sí tiene poder es afuera de esta convención sigue teniendo el poder en los poderes fácticos en los medios de comunicación sigue teniendo el poder empresarial de la plata sigue teniendo el poder para hacer campañas millonarias en redes sociales levantando hashtags esta es una forma de poder al tratar de desprestigiar lo que pasa aquí en la convención tratando de levantar mentiras y falseando confundiendo a propósito un tema que es sensible como la plata y las asignaciones porque digo que es un tema sensible por lo que ganan las chilenas y los chilenos hoy día en promedio pero también es un tema sensible porque la política la democracia cuesta dinero a mí me gusta que en chile participen más mujeres que vengan más pueblos originarios a la política que tengan derecho a llegar de distintas regiones que vengan personas de distintos lugares dirigencias sociales que lleguen al poder esa es la política que me imagino y para eso se necesitan recursos pero hoy día la derecha que no tiene poder aquí está utilizando el poder que sí tiene afuera para afectar lo que pasa acá adentro no se lo vamos a permitir estoy súper disponible y estamos para mostrar y transparentar todo el gasto hasta el último peso pero como lo dijo también la compañera paulina estamos disponibles para los raspados de olla del empresariado de turno
"vargas, margarita", y este ya van a llegar sola a mis saludos desde magallanes saludar a la presidenta señora elisa loncón y el vicepresidente señor baza solamente voluntad en mi experiencia para un elemento importante para el debate para encargado región de magallanes tremendamente estricto imponente tenemos que cumplir con los protocolos y el protocolo es tener un pcr y un pcr negativo por ende no podemos entrar a la ciudad por razones del trabajo territorial volví a mi territorio y estuve 3 horas en el aeropuerto para poder cumplir con los protocolos de salud por lo tanto es necesario analizar este punto y por otro lado me gustaría preguntar qué pasa con los casos de los casos falsos negativos y falsos positivos y aprovechando este espacio quisiera también sumarme al saludo y el reconocimiento y la valoración del trabajo de los funcionarios de salud a quien le rindo un homenaje personal y también aprovecho también de llevar el mensaje pueblo kawésqar que hazo muchas gracias a continuación tiene la palabra en el hemiciclo el convencional jorge baradit
"vargas, margarita", buenos días gracias presidenta gracias vicepresidenta especialmente quiero entregar un mensaje o refrescar la memoria para todos los chilenos y las chilenas y para quienes principalmente hablan de privilegios durante el siglo 18 y 19 la sociedad intelectual europea sentía una gran fascinación por lo desconocido y por eso tico para tanta fascinación fue dirigida a grupos nativos de diversas latitudes alrededor del mundo así se comienza a traer el grupo de indígenas para observarlos estudiarlos y compararlo con la rastra civilizada la blanca europea con esto se crea el concepto de eso lógicos humanos [Música] y que fue afectado principalmente los pueblos originarios de la patagonia quienes históricamente nuestros nativos navegan libremente por los canales australes en su calle y la subida en el marco europeo para llevarlos a europa y exhibirlos como zoológico humanos muchas mujeres y niños fueron violadas nuestros aborígenes no entendían otros idiomas sino sólo manejar su idioma nativo por lo tanto hoy día siglo 21 hablar del privilegio
"vargas, margarita", van a llegar solo ayer muy buenos días a los amigos y amigas muy buenos días señora presidenta visión reciente como ya se ha dicho la participación constituyente colectiva de los pueblos indígenas de acuerdo a los estándares internacionales tiene procedimientos y mecanismos diferenciados respecto a los procesos generales de participación ciudadana individual nos resulta imposible señores de la mesa convencional respaldar cualquier iniciativa que no contengan mínimos universales provenientes de los propios pueblos originarios por lo mismo debemos dar una muestra inmediata de que respetamos el carácter plurinacional de esta convención creando desde un inicio la comisión de participación y consulta indígena libre de toda mirada centralista eurocentrista y occidental cuya pauta del procedimiento debe ser diseñada según la cosmovisión de cada pueblo y el mundo está observando este proceso y no podemos permitir que 500 años de espera se arruinen una vez más por no escuchar la voz de nuestras naciones ancestrales también se hace necesario y poder instalar los derechos lingüísticos porque está conectada a la memoria a la filosofía a la espiritualidad conocimiento y eso se expresa la lengua nuestras lenguas son expresión de la comunicación de nuestra madre tierra y de nuestro mar y torio quejas muchas gracias muchas gracias enseguida tiene la palabra el señor patricio fernández
"vargas, margarita", detecta cohana colapsó la jr este tema la verdad que a mí me conmueve demasiado porque me ha tocado vivir experiencias propias en cuanto a la tramitación de los derechos sociales de los abuelos kawashkar esta instancia histórica que estamos viviendo como país y también para mi pueblo kawésqar debe ser la plataforma esperanzadora para que se puedan resolver en definitiva todas las carencias y abandonos que sufren miles de adultos mayores de chile sobre todo los abuelos indígenas kawésqar reconocidos como tesoros humanos vivos de la humanidad y que se encuentran abandonados debe el estado tomar el rol que le corresponde y velar por los derechos de cada habitante este país tenemos un estado subsidiario que sólo controla la protección entregados a manos privadas había violación a los derechos fundamentales cuando se obliga a los niños kawashkar a aprender una lengua global y abandonar su lengua materna ha habido violaciones sistemáticas cuando nuestras generaciones que nacimos kawashkar fuimos obligados a salidas del territorio de abandonar nuestra cultura la realidad de nuestros abuelos y abuelas kawashkar mueren en silencio esperando atenciones básicas y mínimas en sectores en el que el propio estado los ha obligado a recibir como salud digna espacios para enseñar nuestra lengua originarios para preservar el patrimonio de nuestro pueblo no se imaginan lo que significa una tarea titánica realizar un trámite y los abuelos que hablan la lengua originaria no entienden el español entonces por lo tanto tenemos que reformar también la estructura orgánica del estado de chile eso hermanos que hazo a pueblos movimientos sociales y pueblos originarios
"vargas, margarita", muchas gracias vicepresidente muchas gracias presidenta insistir que la propuesta presentada por los 17 escaños reservados es la 4 ce la importancia que la participación debe ser diferenciada participación popular y participación y consulta indígena debe ser bajo los estándares de la declaración de las naciones unidas sobre derechos de los pueblos originarios no estamos discriminando sino que recalcando que hay diferencias en la regulación jurídica de los pueblos originarios para la realización de la consulta en esta convención quejas muchas gracias muchas gracias enseguida tiene la palabra en el hemiciclo el convencional mauricio daza
"vargas, margarita", hoy está activado el aula gracias muy buenos días gracias presidenta buenos dias vicepresidente y los integrantes de la mesa ayau chic y henna chilena player hemos tardado más de 500 años en ser escuchados primero por el reino de chile y luego por la repubblica venimos desde los rincones más diversos de nuestros territorios desde el altiplano hasta los valles desde las empinadas cumbres araucarias hasta el bajo mar que nos alimenta desde los canales más australes hasta las tierras que sumergen en el frío mar antártico mírenlos estamos aquí siempre estuvimos aquí solo que ahora podemos ser escuchados este proceso ha servido para que muchos de ustedes solo ahora se hayan enterado que los pueblos han sido sometidos que nuestras tierras aguas fueron usurpadas hubo genocidio y no sólo cultural hubo verdaderas campañas de exterminio adopciones ilegales y lo más triste zoológicos humanos y un sinfín de atrocidades de la cual fueron cómplices activos y pasivos la sociedad chilena se ha pretendido que esta deuda histórica con los pueblos originarios se ha pagado parcialmente con la ley indígena pero por algo estamos aquí porque entre otras esas políticas públicas también han fracasado por primera vez los pueblos originarios estamos presentes para redactar un texto constitucional estamos ante la posibilidad de poder solucionar las diferencias que históricamente hemos tenido con el estado de chile esto sería posible de acuerdo al derecho internacional respetando los derechos de todos los pueblos ese es el desafío que tomamos como comisión de participación y consulta indígena y por lo mismo venimos en solicitar a este pleno que se apruebe en general la creación de una comisión de derechos de pueblos indígenas y de plurinacionalidad se ha acuñado la frase de que la convención parte de una hoja en blanco lo cierto es que no es efectivo tratándose de derechos de pueblos originarios su labor parte de una base ya existente los estándares internacionales de derechos humanos suscritos por el estado de chile el estado de chile y la convención es parte del estado tiene obligaciones internacionales que lo obligan a garantizar proteger y respetar los derechos de los pueblos originarios múltiples comités de tratados y reductores de naciones unidas- la comisión y la corte interamericana derechos humanos han reiterado las obligaciones de chile- respecto a los derechos de los pueblos originarios una vez escuchado nuestros fundamentos el pleno de la convención aprobó dos resoluciones la primera el día 14 de julio de 2021 en ella el pleno de la convención aprobó un reglamento provisorio en cuyo artículo 6 mandata a una comisión específica presentar una propuesta de reglamento al pleno lo que debía considerar según lo dispuesto a la letra y los mecanismos que aseguren a los pueblos y las naciones originarias la participación efectiva vinculante y continuada conforme a la declaración de las naciones unidas sobre derecho a los pueblos indígenas luego el 21 de julio de 2021 el pleno de la convención aprobó un reglamento en que encomendó a una comisión especial de participación y consulta indígena elaborar e informar a la comisión de reglamento para que se propongan a la convención constitucional los mecanismos pertinentes permanentes vinculantes y continuadas de participación y consulta para todos los pueblos indígenas el mandato incluyó la siguiente instrucción leo textual
"vargas, margarita", secretario que te estás y que henna hay al comienzo invitando a todas las fuerzas políticas conscientes a probar la indicación sustitutiva a la propuesta inicial que los escaños reservados de los 10 pueblos indígenas propusimos junto a 81 constituyentes hemos escuchado atentamente las audiencias públicas a nuestros territorios indígenas quienes demandaron participación y consulta en este proceso histórico el texto que ofrecemos como indicación única y sustitutiva es el producto de discusiones extensas que arribaron a un acuerdo transversal y que hoy proponemos aprobar sin prejuicios ya que cuenta con la participación de todas y todos aquellos convencionales que de buena fe han comprometido que el principio de plurinacionalidad que esta convención adoptó no es un mero título sin efecto sino que de verdad es el inicio de una nueva relación con el estado de chile la consulta es el primer paso restablecer la justicia histórica y construir desde la confianza un diálogo entre las naciones hermanas que contribuirán a la aprobación de una nueva constitución sabemos que muchos de ustedes quisieron patrocinar esta indicación y no pudieron ahora tienen la oportunidad de demostrar su plena autonomía para hacer pública su postura chile y el mundo está observando quiénes de los aquí presentes están por un nuevo pacto con las naciones y pueblos aprobar esta indicación significa rechazar las indicaciones particulares por cuanto éstas desarticula nuestro trabajo cercena nuestros derechos ya reconocidos en el ámbito internacional y persevera en el racismo histórico se cumplió su tiempo de dos minutos muchas gracias
